from	to
id_309	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_310	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_311	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_312	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_313	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_314	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_315	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_316	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_317	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_318	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_319	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly from School
id_320	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_321	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_322	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_323	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_324	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_325	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_326	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_327	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_328	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_329	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_330	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_331	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_332	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_333	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_334	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_335	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_336	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_337	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_338	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_339	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_340	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_341	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_342	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_343	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_344	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_345	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_346	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_347	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_348	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_349	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_350	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_351	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_352	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_353	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_354	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_355	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_356	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_357	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_358	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_359	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_360	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_361	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_362	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_363	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_364	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_365	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_366	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_367	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_368	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_369	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_370	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_371	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_372	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_373	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_374	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_375	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_376	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_377	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_378	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_379	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_380	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_381	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_382	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_383	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_384	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_385	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_386	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_387	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_388	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_389	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_390	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_391	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_392	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_393	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_394	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_395	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_396	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_397	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_398	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_399	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_400	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_401	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_402	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_403	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_404	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_405	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_406	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_407	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_408	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_409	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_410	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_411	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_412	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_413	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_414	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_415	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_416	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_417	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_418	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_419	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_420	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_421	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_422	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_423	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_424	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_425	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_426	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_427	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_428	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_429	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_430	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_431	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_432	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly from School
id_433	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_434	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_435	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_436	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_437	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_438	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_439	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_440	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_441	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_442	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_443	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_444	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_445	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_446	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_447	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly from School
id_448	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_449	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_450	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_451	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_452	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_453	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_454	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_455	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_456	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_457	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_458	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_459	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_460	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_461	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_462	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_463	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_464	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_465	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_466	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_467	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_468	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_469	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_470	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_471	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_472	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_473	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_474	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_475	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_476	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_477	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_478	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_479	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_480	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_481	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_482	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_483	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_484	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_485	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_486	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_487	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_488	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_489	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_490	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_491	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_492	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_493	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_494	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_495	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_496	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_497	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_498	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_499	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_500	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_501	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_502	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_503	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_504	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_505	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_506	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_507	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_508	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_509	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_510	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_511	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_512	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_513	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_514	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_515	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_516	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_517	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_518	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_519	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_520	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_521	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_522	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_523	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_524	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_525	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_526	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_527	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_528	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_529	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_530	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_531	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_532	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_533	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_534	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_535	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_536	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_537	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_538	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_539	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_540	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_541	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_542	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_543	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_544	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_545	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_546	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_547	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_548	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_549	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_550	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_551	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_552	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_553	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_554	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_555	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_556	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_557	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_558	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_559	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_560	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_561	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_562	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_563	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_564	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_565	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_566	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_567	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_568	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_569	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_570	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_571	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_572	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_573	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_574	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_575	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_576	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_577	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_578	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_579	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_580	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_581	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_582	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_583	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_584	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_585	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_586	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_587	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_588	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_589	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_590	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_591	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_592	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_593	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_594	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_595	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_596	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_597	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_598	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_599	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_600	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_601	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_602	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_603	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_604	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_605	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_606	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_607	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_608	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_609	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_610	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_611	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_612	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_613	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_614	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_615	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_616	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_617	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_618	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_619	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_620	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_621	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_622	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_623	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_624	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_625	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_626	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Equal Parts School and Self-Taught
id_627	Did you learn how to do data visualization in school or did you learn how to do it on your own?::Mostly Self-Taught
id_1	What method do you think best teaches data visualization?::Examples
id_2	What method do you think best teaches data visualization?::Workshops
id_3	What method do you think best teaches data visualization?::Collaboration with more skilled practitioners
id_4	What method do you think best teaches data visualization?::Examples
